Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Image Src
bernie-sanders-mittens-meme,Bernie Sanders Mittens Meme,,CBB,Sticker,"meme",FALSE,BERNIE-SANDERS-MITTENS-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Bernie_Sanders_Mittens_Meme/Bernie_Sanders_Mittens_Meme.webp
bernie-sanders-mittens-variation-,Bernie Sanders Mittens Variation ,,CBB,Sticker,"meme",FALSE,BERNIE-SANDERS-MITTENS-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Bernie_Sanders_Mittens_Variation_/Bernie_Sanders_Mittens_Variation_.webp
bernie-sanders-mittens-variation-2-,Bernie Sanders Mittens Variation 2 ,,CBB,Sticker,"meme",FALSE,BERNIE-SANDERS-MITTENS-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Bernie_Sanders_Mittens_Variation_2_/Bernie_Sanders_Mittens_Variation_2_.webp
bernie-sanders-mittens-variation-3-,Bernie Sanders Mittens Variation 3 ,,CBB,Sticker,"meme",FALSE,BERNIE-SANDERS-MITTENS-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Bernie_Sanders_Mittens_Variation_3_/Bernie_Sanders_Mittens_Variation_3_.webp
bernie-sanders-mittens-winter-version-meme,Bernie Sanders Mittens Winter Version Meme,,CBB,Sticker,"meme",FALSE,BERNIE-SANDERS-MITTENS-WINTER-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Bernie_Sanders_Mittens_Winter_Version_Meme/Bernie_Sanders_Mittens_Winter_Version_Meme.webp
best-memes,Best Memes,,CBB,Sticker,"meme",FALSE,BEST-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Best_Memes/Best_Memes.webp
big-chungus,Big Chungus,,CBB,Sticker,"meme",FALSE,BIG-CHUNGUS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Big_Chungus/Big_Chungus.webp
big-chungus-variation-,Big Chungus Variation ,,CBB,Sticker,"meme",FALSE,BIG-CHUNGUS-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Big_Chungus_Variation_/Big_Chungus_Variation_.webp
big-chungus-variation-2-,Big Chungus Variation 2 ,,CBB,Sticker,"meme",FALSE,BIG-CHUNGUS-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Big_Chungus_Variation_2_/Big_Chungus_Variation_2_.webp
big-chungus-variation-3-,Big Chungus Variation 3 ,,CBB,Sticker,"meme",FALSE,BIG-CHUNGUS-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Big_Chungus_Variation_3_/Big_Chungus_Variation_3_.webp
big-shaq,Big Shaq,,CBB,Sticker,"meme",FALSE,BIG-SHAQ,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Big_Shaq/Big_Shaq.webp
bill-nye-the-science-guy-reaction,Bill Nye the Science Guy Reaction,,CBB,Sticker,"meme",FALSE,BILL-NYE-THE-SCIENCE-GUY-REACTION,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Bill_Nye_the_Science_Guy_Reaction/Bill_Nye_the_Science_Guy_Reaction.webp
black-science-guy,Black Science Guy,,CBB,Sticker,"meme",FALSE,BLACK-SCIENCE-GUY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Black_Science_Guy/Black_Science_Guy.webp
blank-nut-button,Blank Nut Button,,CBB,Sticker,"meme",FALSE,BLANK-NUT-BUTTON,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Blank_Nut_Button/Blank_Nut_Button.webp
blank-stare-drake,Blank Stare Drake,,CBB,Sticker,"meme",FALSE,BLANK-STARE-DRAKE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Blank_Stare_Drake/Blank_Stare_Drake.webp
blinking-white-guy,Blinking White Guy,,CBB,Sticker,"meme",FALSE,BLINKING-WHITE-GUY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Blinking_White_Guy/Blinking_White_Guy.webp
blinking-white-guy-variation-,Blinking White Guy Variation ,,CBB,Sticker,"meme",FALSE,BLINKING-WHITE-GUY-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Blinking_White_Guy_Variation_/Blinking_White_Guy_Variation_.webp
blinking-white-guy-variation-2-,Blinking White Guy Variation 2 ,,CBB,Sticker,"meme",FALSE,BLINKING-WHITE-GUY-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Blinking_White_Guy_Variation_2_/Blinking_White_Guy_Variation_2_.webp
blinking-white-guy-variation-3-,Blinking White Guy Variation 3 ,,CBB,Sticker,"meme",FALSE,BLINKING-WHITE-GUY-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Blinking_White_Guy_Variation_3_/Blinking_White_Guy_Variation_3_.webp
blizzard-wizard,Blizzard Wizard,,CBB,Sticker,"meme",FALSE,BLIZZARD-WIZARD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Blizzard_Wizard/Blizzard_Wizard.webp
boardroom-meeting-suggestion,Boardroom Meeting Suggestion,,CBB,Sticker,"meme",FALSE,BOARDROOM-MEETING-SUGGESTION,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Boardroom_Meeting_Suggestion/Boardroom_Meeting_Suggestion.webp
boardroom-suggestion,Boardroom Suggestion,,CBB,Sticker,"meme",FALSE,BOARDROOM-SUGGESTION,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Boardroom_Suggestion/Boardroom_Suggestion.webp
box-cat,Box Cat,,CBB,Sticker,"meme",FALSE,BOX-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Box_Cat/Box_Cat.webp
box-cat-variations-,Box Cat variations ,,CBB,Sticker,"meme",FALSE,BOX-CAT-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Box_Cat_variations_/Box_Cat_variations_.webp
brace-yourselves-x-is-coming,Brace Yourselves X is Coming,,CBB,Sticker,"meme",FALSE,BRACE-YOURSELVES-X-IS-COMING,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Brace_Yourselves_X_is_Coming/Brace_Yourselves_X_is_Coming.webp
brace-yourselves-x-is-coming-new-format-,Brace Yourselves X is Coming new format ,,CBB,Sticker,"meme",FALSE,BRACE-YOURSELVES-X-IS-COMING-NEW-FORMAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Brace_Yourselves_X_is_Coming_new_format_/Brace_Yourselves_X_is_Coming_new_format_.webp
buff-doge-vs-cheems,Buff Doge vs. Cheems,,CBB,Sticker,"meme",FALSE,BUFF-DOGE-VS-CHEEMS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Buff_Doge_vs._Cheems/Buff_Doge_vs._Cheems.webp
buff-doge-vs-cheems-meme,Buff Doge vs. Cheems Meme,,CBB,Sticker,"meme",FALSE,BUFF-DOGE-VS-CHEEMS-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Buff_Doge_vs._Cheems_Meme/Buff_Doge_vs._Cheems_Meme.webp
buff-doge-vs-cheems-power-difference-version-me,Buff Doge vs. Cheems Power Difference Version Me,,CBB,Sticker,"meme",FALSE,BUFF-DOGE-VS-CHEEMS-POWER-DIFFERENCE-VERSION-ME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Buff_Doge_vs._Cheems_Power_Difference_Version_Me/Buff_Doge_vs._Cheems_Power_Difference_Version_Me.webp
buff-doge-vs-cheems-strength-disparity-version-,Buff Doge vs. Cheems Strength Disparity Version ,,CBB,Sticker,"meme",FALSE,BUFF-DOGE-VS-CHEEMS-STRENGTH-DISPARITY-VERSION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Buff_Doge_vs._Cheems_Strength_Disparity_Version_/Buff_Doge_vs._Cheems_Strength_Disparity_Version_.webp
buff-doge-vs-cheems-strong-vs-weak-version-mem,Buff Doge vs. Cheems Strong vs. Weak Version Mem,,CBB,Sticker,"meme",FALSE,BUFF-DOGE-VS-CHEEMS-STRONG-VS-WEAK-VERSION-MEM,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Buff_Doge_vs._Cheems_Strong_vs._Weak_Version_Mem/Buff_Doge_vs._Cheems_Strong_vs._Weak_Version_Mem.webp
buff-doge-vs-cheems-variation-,Buff Doge vs. Cheems Variation ,,CBB,Sticker,"meme",FALSE,BUFF-DOGE-VS-CHEEMS-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Buff_Doge_vs._Cheems_Variation_/Buff_Doge_vs._Cheems_Variation_.webp
buff-doge-vs-cheems-variation-2-,Buff Doge vs. Cheems Variation 2 ,,CBB,Sticker,"meme",FALSE,BUFF-DOGE-VS-CHEEMS-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Buff_Doge_vs._Cheems_Variation_2_/Buff_Doge_vs._Cheems_Variation_2_.webp
buff-doge-vs-cheems-variation-3-,Buff Doge vs. Cheems Variation 3 ,,CBB,Sticker,"meme",FALSE,BUFF-DOGE-VS-CHEEMS-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Buff_Doge_vs._Cheems_Variation_3_/Buff_Doge_vs._Cheems_Variation_3_.webp
buff-doge-vs-cheems-variations-,Buff Doge vs. Cheems variations ,,CBB,Sticker,"meme",FALSE,BUFF-DOGE-VS-CHEEMS-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Buff_Doge_vs._Cheems_variations_/Buff_Doge_vs._Cheems_variations_.webp
buff-doge-vs-cheems-with-captions-,Buff Doge vs. Cheems with captions ,,CBB,Sticker,"meme",FALSE,BUFF-DOGE-VS-CHEEMS-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Buff_Doge_vs._Cheems_with_captions_/Buff_Doge_vs._Cheems_with_captions_.webp
business-cat,Business Cat,,CBB,Sticker,"meme",FALSE,BUSINESS-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Business_Cat/Business_Cat.webp
business-cat-variations-,Business Cat variations ,,CBB,Sticker,"meme",FALSE,BUSINESS-CAT-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Business_Cat_variations_/Business_Cat_variations_.webp
but-that-s-none-of-my-business,But That s None of My Business,,CBB,Sticker,"meme",FALSE,BUT-THAT-S-NONE-OF-MY-BUSINESS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/But_That_s_None_of_My_Business/But_That_s_None_of_My_Business.webp
butthurt-dweller,Butthurt Dweller,,CBB,Sticker,"meme",FALSE,BUTTHURT-DWELLER,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Butthurt_Dweller/Butthurt_Dweller.webp
butthurt-penguin,Butthurt Penguin,,CBB,Sticker,"meme",FALSE,BUTTHURT-PENGUIN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Butthurt_Penguin/Butthurt_Penguin.webp
captain-hindsight,Captain Hindsight,,CBB,Sticker,"meme",FALSE,CAPTAIN-HINDSIGHT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Captain_Hindsight/Captain_Hindsight.webp
captain-picard-day,Captain Picard Day,,CBB,Sticker,"meme",FALSE,CAPTAIN-PICARD-DAY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Captain_Picard_Day/Captain_Picard_Day.webp
captain-picard-facepalm,Captain Picard Facepalm,,CBB,Sticker,"meme",FALSE,CAPTAIN-PICARD-FACEPALM,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Captain_Picard_Facepalm/Captain_Picard_Facepalm.webp
cardboard-box-cat,Cardboard Box Cat,,CBB,Sticker,"meme",FALSE,CARDBOARD-BOX-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Cardboard_Box_Cat/Cardboard_Box_Cat.webp
cash-me-ousside-howbow-dah,Cash Me Ousside Howbow Dah,,CBB,Sticker,"meme",FALSE,CASH-ME-OUSSIDE-HOWBOW-DAH,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Cash_Me_Ousside_Howbow_Dah/Cash_Me_Ousside_Howbow_Dah.webp
caveman-spongebob,Caveman Spongebob,,CBB,Sticker,"meme",FALSE,CAVEMAN-SPONGEBOB,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Caveman_Spongebob/Caveman_Spongebob.webp
ceiling-cat,Ceiling Cat,,CBB,Sticker,"meme",FALSE,CEILING-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Ceiling_Cat/Ceiling_Cat.webp
ceiling-cat-variations-,Ceiling Cat variations ,,CBB,Sticker,"meme",FALSE,CEILING-CAT-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Ceiling_Cat_variations_/Ceiling_Cat_variations_.webp
challenge-accepted,Challenge Accepted,,CBB,Sticker,"meme",FALSE,CHALLENGE-ACCEPTED,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Challenge_Accepted/Challenge_Accepted.webp
change-my-mind,Change My Mind,,CBB,Sticker,"meme",FALSE,CHANGE-MY-MIND,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Change_My_Mind/Change_My_Mind.webp
change-my-mind-debatable-version-meme,Change My Mind Debatable Version Meme,,CBB,Sticker,"meme",FALSE,CHANGE-MY-MIND-DEBATABLE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Change_My_Mind_Debatable_Version_Meme/Change_My_Mind_Debatable_Version_Meme.webp
change-my-mind-meme,Change My Mind Meme,,CBB,Sticker,"meme",FALSE,CHANGE-MY-MIND-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Change_My_Mind_Meme/Change_My_Mind_Meme.webp
change-my-mind-stubborn-version-meme,Change My Mind Stubborn Version Meme,,CBB,Sticker,"meme",FALSE,CHANGE-MY-MIND-STUBBORN-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Change_My_Mind_Stubborn_Version_Meme/Change_My_Mind_Stubborn_Version_Meme.webp
change-my-mind-variation-,Change My Mind Variation ,,CBB,Sticker,"meme",FALSE,CHANGE-MY-MIND-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Change_My_Mind_Variation_/Change_My_Mind_Variation_.webp
change-my-mind-variation-2-,Change My Mind Variation 2 ,,CBB,Sticker,"meme",FALSE,CHANGE-MY-MIND-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Change_My_Mind_Variation_2_/Change_My_Mind_Variation_2_.webp
change-my-mind-variation-3-,Change My Mind Variation 3 ,,CBB,Sticker,"meme",FALSE,CHANGE-MY-MIND-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Change_My_Mind_Variation_3_/Change_My_Mind_Variation_3_.webp
change-my-mind-variations-,Change My Mind variations ,,CBB,Sticker,"meme",FALSE,CHANGE-MY-MIND-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Change_My_Mind_variations_/Change_My_Mind_variations_.webp
change-my-mind-with-captions-,Change My Mind with captions ,,CBB,Sticker,"meme",FALSE,CHANGE-MY-MIND-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Change_My_Mind_with_captions_/Change_My_Mind_with_captions_.webp
chemistry-cat,Chemistry Cat,,CBB,Sticker,"meme",FALSE,CHEMISTRY-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Chemistry_Cat/Chemistry_Cat.webp
chill-bro,Chill Bro,,CBB,Sticker,"meme",FALSE,CHILL-BRO,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Chill_Bro/Chill_Bro.webp
clapping,Clapping,,CBB,Sticker,"meme",FALSE,CLAPPING,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Clapping/Clapping.webp
classic-memes,Classic Memes,,CBB,Sticker,"meme",FALSE,CLASSIC-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Classic_Memes/Classic_Memes.webp
cocksure-kid,Cocksure Kid,,CBB,Sticker,"meme",FALSE,COCKSURE-KID,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Cocksure_Kid/Cocksure_Kid.webp
coffin-dance,Coffin Dance,,CBB,Sticker,"meme",FALSE,COFFIN-DANCE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Coffin_Dance/Coffin_Dance.webp
coffin-dance-variation-,Coffin Dance Variation ,,CBB,Sticker,"meme",FALSE,COFFIN-DANCE-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Coffin_Dance_Variation_/Coffin_Dance_Variation_.webp
coffin-dance-variation-2-,Coffin Dance Variation 2 ,,CBB,Sticker,"meme",FALSE,COFFIN-DANCE-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Coffin_Dance_Variation_2_/Coffin_Dance_Variation_2_.webp
comic-book-guy,Comic Book Guy,,CBB,Sticker,"meme",FALSE,COMIC-BOOK-GUY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Comic_Book_Guy/Comic_Book_Guy.webp
computer-guy,Computer Guy,,CBB,Sticker,"meme",FALSE,COMPUTER-GUY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Computer_Guy/Computer_Guy.webp
condescending-monologue-randy,Condescending Monologue Randy,,CBB,Sticker,"meme",FALSE,CONDESCENDING-MONOLOGUE-RANDY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Condescending_Monologue_Randy/Condescending_Monologue_Randy.webp
condescending-wonka,Condescending Wonka,,CBB,Sticker,"meme",FALSE,CONDESCENDING-WONKA,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Condescending_Wonka/Condescending_Wonka.webp
condescending-wonka-ironic-version-meme,Condescending Wonka Ironic Version Meme,,CBB,Sticker,"meme",FALSE,CONDESCENDING-WONKA-IRONIC-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Condescending_Wonka_Ironic_Version_Meme/Condescending_Wonka_Ironic_Version_Meme.webp
condescending-wonka-meme,Condescending Wonka Meme,,CBB,Sticker,"meme",FALSE,CONDESCENDING-WONKA-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Condescending_Wonka_Meme/Condescending_Wonka_Meme.webp
condescending-wonka-mocking-version-meme,Condescending Wonka Mocking Version Meme,,CBB,Sticker,"meme",FALSE,CONDESCENDING-WONKA-MOCKING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Condescending_Wonka_Mocking_Version_Meme/Condescending_Wonka_Mocking_Version_Meme.webp
condescending-wonka-sarcastic-version-meme,Condescending Wonka Sarcastic Version Meme,,CBB,Sticker,"meme",FALSE,CONDESCENDING-WONKA-SARCASTIC-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Condescending_Wonka_Sarcastic_Version_Meme/Condescending_Wonka_Sarcastic_Version_Meme.webp
condescending-wonka-variation-,Condescending Wonka Variation ,,CBB,Sticker,"meme",FALSE,CONDESCENDING-WONKA-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Condescending_Wonka_Variation_/Condescending_Wonka_Variation_.webp
condescending-wonka-variation-2-,Condescending Wonka Variation 2 ,,CBB,Sticker,"meme",FALSE,CONDESCENDING-WONKA-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Condescending_Wonka_Variation_2_/Condescending_Wonka_Variation_2_.webp
condescending-wonka-variation-3-,Condescending Wonka Variation 3 ,,CBB,Sticker,"meme",FALSE,CONDESCENDING-WONKA-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Condescending_Wonka_Variation_3_/Condescending_Wonka_Variation_3_.webp
confession-bear,Confession Bear,,CBB,Sticker,"meme",FALSE,CONFESSION-BEAR,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Confession_Bear/Confession_Bear.webp
confession-kid,Confession Kid,,CBB,Sticker,"meme",FALSE,CONFESSION-KID,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Confession_Kid/Confession_Kid.webp
confused-blinking-white-guy,Confused Blinking White Guy,,CBB,Sticker,"meme",FALSE,CONFUSED-BLINKING-WHITE-GUY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Confused_Blinking_White_Guy/Confused_Blinking_White_Guy.webp
confused-expanding-brain,Confused Expanding Brain,,CBB,Sticker,"meme",FALSE,CONFUSED-EXPANDING-BRAIN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Confused_Expanding_Brain/Confused_Expanding_Brain.webp
confused-gandalf,Confused Gandalf,,CBB,Sticker,"meme",FALSE,CONFUSED-GANDALF,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Confused_Gandalf/Confused_Gandalf.webp
confused-mr-krabs,Confused Mr. Krabs,,CBB,Sticker,"meme",FALSE,CONFUSED-MR-KRABS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Confused_Mr._Krabs/Confused_Mr._Krabs.webp
confused-nick-young,Confused Nick Young,,CBB,Sticker,"meme",FALSE,CONFUSED-NICK-YOUNG,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Confused_Nick_Young/Confused_Nick_Young.webp
confused-travolta,Confused Travolta,,CBB,Sticker,"meme",FALSE,CONFUSED-TRAVOLTA,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Confused_Travolta/Confused_Travolta.webp
