Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Image Src
me-and-the-boys-mischief-version-meme,Me and the Boys Mischief Version Meme,,CBB,Sticker,"meme",FALSE,ME-AND-THE-BOYS-MISCHIEF-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Me_and_the_Boys_Mischief_Version_Meme/Me_and_the_Boys_Mischief_Version_Meme.webp
me-and-the-boys-pranking-version-meme,Me and the Boys Pranking Version Meme,,CBB,Sticker,"meme",FALSE,ME-AND-THE-BOYS-PRANKING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Me_and_the_Boys_Pranking_Version_Meme/Me_and_the_Boys_Pranking_Version_Meme.webp
me-and-the-boys-variation-,Me and the Boys Variation ,,CBB,Sticker,"meme",FALSE,ME-AND-THE-BOYS-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Me_and_the_Boys_Variation_/Me_and_the_Boys_Variation_.webp
me-and-the-boys-variation-2-,Me and the Boys Variation 2 ,,CBB,Sticker,"meme",FALSE,ME-AND-THE-BOYS-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Me_and_the_Boys_Variation_2_/Me_and_the_Boys_Variation_2_.webp
me-and-the-boys-variation-3-,Me and the Boys Variation 3 ,,CBB,Sticker,"meme",FALSE,ME-AND-THE-BOYS-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Me_and_the_Boys_Variation_3_/Me_and_the_Boys_Variation_3_.webp
meme-man,Meme Man,,CBB,Sticker,"meme",FALSE,MEME-MAN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Meme_Man/Meme_Man.webp
michael-jackson-eating-popcorn,Michael Jackson Eating Popcorn,,CBB,Sticker,"meme",FALSE,MICHAEL-JACKSON-EATING-POPCORN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Michael_Jackson_Eating_Popcorn/Michael_Jackson_Eating_Popcorn.webp
mike-wazowski-sulley-face-swap,Mike Wazowski Sulley Face Swap,,CBB,Sticker,"meme",FALSE,MIKE-WAZOWSKI-SULLEY-FACE-SWAP,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mike_Wazowski_Sulley_Face_Swap/Mike_Wazowski_Sulley_Face_Swap.webp
milk-carton-missing-child,Milk Carton Missing Child,,CBB,Sticker,"meme",FALSE,MILK-CARTON-MISSING-CHILD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Milk_Carton_Missing_Child/Milk_Carton_Missing_Child.webp
milk-was-a-bad-choice,Milk Was a Bad Choice,,CBB,Sticker,"meme",FALSE,MILK-WAS-A-BAD-CHOICE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Milk_Was_a_Bad_Choice/Milk_Was_a_Bad_Choice.webp
mind-blown,Mind Blown,,CBB,Sticker,"meme",FALSE,MIND-BLOWN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mind_Blown/Mind_Blown.webp
minor-mistake-marvin,Minor Mistake Marvin,,CBB,Sticker,"meme",FALSE,MINOR-MISTAKE-MARVIN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Minor_Mistake_Marvin/Minor_Mistake_Marvin.webp
mischievous-disaster-girl,Mischievous Disaster Girl,,CBB,Sticker,"meme",FALSE,MISCHIEVOUS-DISASTER-GIRL,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mischievous_Disaster_Girl/Mischievous_Disaster_Girl.webp
mocking-spongebob,Mocking SpongeBob,,CBB,Sticker,"meme",FALSE,MOCKING-SPONGEBOB,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mocking_SpongeBob/Mocking_SpongeBob.webp
mocking-spongebob-ironic-version-meme,Mocking SpongeBob Ironic Version Meme,,CBB,Sticker,"meme",FALSE,MOCKING-SPONGEBOB-IRONIC-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mocking_SpongeBob_Ironic_Version_Meme/Mocking_SpongeBob_Ironic_Version_Meme.webp
mocking-spongebob-meme,Mocking SpongeBob Meme,,CBB,Sticker,"meme",FALSE,MOCKING-SPONGEBOB-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mocking_SpongeBob_Meme/Mocking_SpongeBob_Meme.webp
mocking-spongebob-ridiculing-version-meme,Mocking SpongeBob Ridiculing Version Meme,,CBB,Sticker,"meme",FALSE,MOCKING-SPONGEBOB-RIDICULING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mocking_SpongeBob_Ridiculing_Version_Meme/Mocking_SpongeBob_Ridiculing_Version_Meme.webp
mocking-spongebob-sarcastic-version-meme,Mocking SpongeBob Sarcastic Version Meme,,CBB,Sticker,"meme",FALSE,MOCKING-SPONGEBOB-SARCASTIC-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mocking_SpongeBob_Sarcastic_Version_Meme/Mocking_SpongeBob_Sarcastic_Version_Meme.webp
mocking-spongebob-variation-,Mocking SpongeBob Variation ,,CBB,Sticker,"meme",FALSE,MOCKING-SPONGEBOB-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mocking_SpongeBob_Variation_/Mocking_SpongeBob_Variation_.webp
mocking-spongebob-variation-3-,Mocking SpongeBob Variation 3 ,,CBB,Sticker,"meme",FALSE,MOCKING-SPONGEBOB-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mocking_SpongeBob_Variation_3_/Mocking_SpongeBob_Variation_3_.webp
mocking-spongebob-variations-,Mocking SpongeBob variations ,,CBB,Sticker,"meme",FALSE,MOCKING-SPONGEBOB-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mocking_SpongeBob_variations_/Mocking_SpongeBob_variations_.webp
modern-memes,Modern Memes,,CBB,Sticker,"meme",FALSE,MODERN-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Modern_Memes/Modern_Memes.webp
monkey-puppet,Monkey Puppet,,CBB,Sticker,"meme",FALSE,MONKEY-PUPPET,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Monkey_Puppet/Monkey_Puppet.webp
most-best-memes,Most Best Memes,,CBB,Sticker,"meme",FALSE,MOST-BEST-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Best_Memes/Most_Best_Memes.webp
most-cool-memes,Most Cool Memes,,CBB,Sticker,"meme",FALSE,MOST-COOL-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Cool_Memes/Most_Cool_Memes.webp
most-cute-memes,Most Cute Memes,,CBB,Sticker,"meme",FALSE,MOST-CUTE-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Cute_Memes/Most_Cute_Memes.webp
most-dark-memes,Most Dark Memes,,CBB,Sticker,"meme",FALSE,MOST-DARK-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Dark_Memes/Most_Dark_Memes.webp
most-favorite-memes,Most Favorite Memes,,CBB,Sticker,"meme",FALSE,MOST-FAVORITE-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Favorite_Memes/Most_Favorite_Memes.webp
most-funny-memes,Most Funny Memes,,CBB,Sticker,"meme",FALSE,MOST-FUNNY-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Funny_Memes/Most_Funny_Memes.webp
most-interesting-man-in-the-world,Most Interesting Man in the World,,CBB,Sticker,"meme",FALSE,MOST-INTERESTING-MAN-IN-THE-WORLD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Interesting_Man_in_the_World/Most_Interesting_Man_in_the_World.webp
most-popular-memes,Most Popular Memes,,CBB,Sticker,"meme",FALSE,MOST-POPULAR-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Popular_Memes/Most_Popular_Memes.webp
most-viral-memes,Most Viral Memes,,CBB,Sticker,"meme",FALSE,MOST-VIRAL-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Viral_Memes/Most_Viral_Memes.webp
most-weird-memes,Most Weird Memes,,CBB,Sticker,"meme",FALSE,MOST-WEIRD-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Weird_Memes/Most_Weird_Memes.webp
most-worst-memes,Most Worst Memes,,CBB,Sticker,"meme",FALSE,MOST-WORST-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Most_Worst_Memes/Most_Worst_Memes.webp
movie-memes,Movie Memes,,CBB,Sticker,"meme",FALSE,MOVIE-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Movie_Memes/Movie_Memes.webp
mr-bean,Mr. Bean,,CBB,Sticker,"meme",FALSE,MR-BEAN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mr._Bean/Mr._Bean.webp
mr-krabs-blur-meme,Mr. Krabs Blur Meme,,CBB,Sticker,"meme",FALSE,MR-KRABS-BLUR-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mr._Krabs_Blur_Meme/Mr._Krabs_Blur_Meme.webp
mugatu-so-hot-right-now,Mugatu So Hot Right Now,,CBB,Sticker,"meme",FALSE,MUGATU-SO-HOT-RIGHT-NOW,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Mugatu_So_Hot_Right_Now/Mugatu_So_Hot_Right_Now.webp
muscular-buff-doge-vs-weak-cheems,Muscular Buff Doge vs. Weak Cheems,,CBB,Sticker,"meme",FALSE,MUSCULAR-BUFF-DOGE-VS-WEAK-CHEEMS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Muscular_Buff_Doge_vs._Weak_Cheems/Muscular_Buff_Doge_vs._Weak_Cheems.webp
music-memes,Music Memes,,CBB,Sticker,"meme",FALSE,MUSIC-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Music_Memes/Music_Memes.webp
musically-oblivious-8th-grader,Musically Oblivious 8th Grader,,CBB,Sticker,"meme",FALSE,MUSICALLY-OBLIVIOUS-8TH-GRADER,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Musically_Oblivious_8th_Grader/Musically_Oblivious_8th_Grader.webp
neckbeard,Neckbeard,,CBB,Sticker,"meme",FALSE,NECKBEARD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Neckbeard/Neckbeard.webp
neil-degrasse-tyson-reaction,Neil deGrasse Tyson Reaction,,CBB,Sticker,"meme",FALSE,NEIL-DEGRASSE-TYSON-REACTION,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Neil_deGrasse_Tyson_Reaction/Neil_deGrasse_Tyson_Reaction.webp
nervous-sweating-emoji,Nervous Sweating Emoji,,CBB,Sticker,"meme",FALSE,NERVOUS-SWEATING-EMOJI,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nervous_Sweating_Emoji/Nervous_Sweating_Emoji.webp
new-memes,New Memes,,CBB,Sticker,"meme",FALSE,NEW-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/New_Memes/New_Memes.webp
no-take-me-instead,No Take Me Instead,,CBB,Sticker,"meme",FALSE,NO-TAKE-ME-INSTEAD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/No_Take_Me_Instead/No_Take_Me_Instead.webp
nodding,Nodding,,CBB,Sticker,"meme",FALSE,NODDING,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nodding/Nodding.webp
nodding-professor,Nodding Professor,,CBB,Sticker,"meme",FALSE,NODDING-PROFESSOR,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nodding_Professor/Nodding_Professor.webp
not-sure-if-x,Not Sure if X,,CBB,Sticker,"meme",FALSE,NOT-SURE-IF-X,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Not_Sure_if_X/Not_Sure_if_X.webp
not-sure-if-x-or-y,Not Sure if X or Y,,CBB,Sticker,"meme",FALSE,NOT-SURE-IF-X-OR-Y,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Not_Sure_if_X_or_Y/Not_Sure_if_X_or_Y.webp
nyan-cat,Nyan Cat,,CBB,Sticker,"meme",FALSE,NYAN-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nyan_Cat/Nyan_Cat.webp
nyan-cat-fast-version-meme,Nyan Cat Fast Version Meme,,CBB,Sticker,"meme",FALSE,NYAN-CAT-FAST-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nyan_Cat_Fast_Version_Meme/Nyan_Cat_Fast_Version_Meme.webp
nyan-cat-meme,Nyan Cat Meme,,CBB,Sticker,"meme",FALSE,NYAN-CAT-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nyan_Cat_Meme/Nyan_Cat_Meme.webp
nyan-cat-rainbow-version-meme,Nyan Cat Rainbow Version Meme,,CBB,Sticker,"meme",FALSE,NYAN-CAT-RAINBOW-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nyan_Cat_Rainbow_Version_Meme/Nyan_Cat_Rainbow_Version_Meme.webp
nyan-cat-speeding-version-meme,Nyan Cat Speeding Version Meme,,CBB,Sticker,"meme",FALSE,NYAN-CAT-SPEEDING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nyan_Cat_Speeding_Version_Meme/Nyan_Cat_Speeding_Version_Meme.webp
nyan-cat-variation-,Nyan Cat Variation ,,CBB,Sticker,"meme",FALSE,NYAN-CAT-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nyan_Cat_Variation_/Nyan_Cat_Variation_.webp
nyan-cat-variation-2-,Nyan Cat Variation 2 ,,CBB,Sticker,"meme",FALSE,NYAN-CAT-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nyan_Cat_Variation_2_/Nyan_Cat_Variation_2_.webp
nyan-cat-variation-3-,Nyan Cat Variation 3 ,,CBB,Sticker,"meme",FALSE,NYAN-CAT-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nyan_Cat_Variation_3_/Nyan_Cat_Variation_3_.webp
nyan-cat-variations-,Nyan Cat variations ,,CBB,Sticker,"meme",FALSE,NYAN-CAT-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Nyan_Cat_variations_/Nyan_Cat_variations_.webp
office-space-printer-scene,Office Space Printer Scene,,CBB,Sticker,"meme",FALSE,OFFICE-SPACE-PRINTER-SCENE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Office_Space_Printer_Scene/Office_Space_Printer_Scene.webp
office-space-stapler-scene,Office Space Stapler Scene,,CBB,Sticker,"meme",FALSE,OFFICE-SPACE-STAPLER-SCENE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Office_Space_Stapler_Scene/Office_Space_Stapler_Scene.webp
oh-my-god-they-killed-kenny,Oh My God They Killed Kenny,,CBB,Sticker,"meme",FALSE,OH-MY-GOD-THEY-KILLED-KENNY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Oh_My_God_They_Killed_Kenny/Oh_My_God_They_Killed_Kenny.webp
oh-you-re-approaching-me-,Oh You re Approaching Me ,,CBB,Sticker,"meme",FALSE,OH-YOU-RE-APPROACHING-ME-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Oh_You_re_Approaching_Me_/Oh_You_re_Approaching_Me_.webp
okay-guy,Okay Guy,,CBB,Sticker,"meme",FALSE,OKAY-GUY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Okay_Guy/Okay_Guy.webp
one-does-not-simply,One Does Not Simply,,CBB,Sticker,"meme",FALSE,ONE-DOES-NOT-SIMPLY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/One_Does_Not_Simply/One_Does_Not_Simply.webp
one-does-not-simply-meme,One Does Not Simply Meme,,CBB,Sticker,"meme",FALSE,ONE-DOES-NOT-SIMPLY-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/One_Does_Not_Simply_Meme/One_Does_Not_Simply_Meme.webp
one-does-not-simply-variation-,One Does Not Simply Variation ,,CBB,Sticker,"meme",FALSE,ONE-DOES-NOT-SIMPLY-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/One_Does_Not_Simply_Variation_/One_Does_Not_Simply_Variation_.webp
one-does-not-simply-variation-2-,One Does Not Simply Variation 2 ,,CBB,Sticker,"meme",FALSE,ONE-DOES-NOT-SIMPLY-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/One_Does_Not_Simply_Variation_2_/One_Does_Not_Simply_Variation_2_.webp
one-does-not-simply-variation-3-,One Does Not Simply Variation 3 ,,CBB,Sticker,"meme",FALSE,ONE-DOES-NOT-SIMPLY-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/One_Does_Not_Simply_Variation_3_/One_Does_Not_Simply_Variation_3_.webp
one-does-not-simply-walk-into-mordor,One Does Not Simply Walk into Mordor,,CBB,Sticker,"meme",FALSE,ONE-DOES-NOT-SIMPLY-WALK-INTO-MORDOR,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/One_Does_Not_Simply_Walk_into_Mordor/One_Does_Not_Simply_Walk_into_Mordor.webp
one-does-not-simply-walk-into-mordor-dangerous-v,One Does Not Simply Walk into Mordor Dangerous V,,CBB,Sticker,"meme",FALSE,ONE-DOES-NOT-SIMPLY-WALK-INTO-MORDOR-DANGEROUS-V,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/One_Does_Not_Simply_Walk_into_Mordor_Dangerous_V/One_Does_Not_Simply_Walk_into_Mordor_Dangerous_V.webp
one-does-not-simply-walk-into-mordor-impossible-,One Does Not Simply Walk into Mordor Impossible ,,CBB,Sticker,"meme",FALSE,ONE-DOES-NOT-SIMPLY-WALK-INTO-MORDOR-IMPOSSIBLE-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/One_Does_Not_Simply_Walk_into_Mordor_Impossible_/One_Does_Not_Simply_Walk_into_Mordor_Impossible_.webp
one-does-not-simply-walk-into-mordor-meme,One Does Not Simply Walk into Mordor Meme,,CBB,Sticker,"meme",FALSE,ONE-DOES-NOT-SIMPLY-WALK-INTO-MORDOR-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/One_Does_Not_Simply_Walk_into_Mordor_Meme/One_Does_Not_Simply_Walk_into_Mordor_Meme.webp
one-does-not-simply-with-captions-,One Does Not Simply with captions ,,CBB,Sticker,"meme",FALSE,ONE-DOES-NOT-SIMPLY-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/One_Does_Not_Simply_with_captions_/One_Does_Not_Simply_with_captions_.webp
oprah-giving-away-cars,Oprah Giving Away Cars,,CBB,Sticker,"meme",FALSE,OPRAH-GIVING-AWAY-CARS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Oprah_Giving_Away_Cars/Oprah_Giving_Away_Cars.webp
overly-attached-girlfriend,Overly Attached Girlfriend,,CBB,Sticker,"meme",FALSE,OVERLY-ATTACHED-GIRLFRIEND,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Attached_Girlfriend/Overly_Attached_Girlfriend.webp
overly-attached-girlfriend-clingy-version-meme,Overly Attached Girlfriend Clingy Version Meme,,CBB,Sticker,"meme",FALSE,OVERLY-ATTACHED-GIRLFRIEND-CLINGY-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Attached_Girlfriend_Clingy_Version_Meme/Overly_Attached_Girlfriend_Clingy_Version_Meme.webp
overly-attached-girlfriend-creepy-version-meme,Overly Attached Girlfriend Creepy Version Meme,,CBB,Sticker,"meme",FALSE,OVERLY-ATTACHED-GIRLFRIEND-CREEPY-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Attached_Girlfriend_Creepy_Version_Meme/Overly_Attached_Girlfriend_Creepy_Version_Meme.webp
overly-attached-girlfriend-meme,Overly Attached Girlfriend Meme,,CBB,Sticker,"meme",FALSE,OVERLY-ATTACHED-GIRLFRIEND-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Attached_Girlfriend_Meme/Overly_Attached_Girlfriend_Meme.webp
overly-attached-girlfriend-obsessive-version-mem,Overly Attached Girlfriend Obsessive Version Mem,,CBB,Sticker,"meme",FALSE,OVERLY-ATTACHED-GIRLFRIEND-OBSESSIVE-VERSION-MEM,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Attached_Girlfriend_Obsessive_Version_Mem/Overly_Attached_Girlfriend_Obsessive_Version_Mem.webp
overly-attached-girlfriend-variation-,Overly Attached Girlfriend Variation ,,CBB,Sticker,"meme",FALSE,OVERLY-ATTACHED-GIRLFRIEND-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Attached_Girlfriend_Variation_/Overly_Attached_Girlfriend_Variation_.webp
overly-attached-girlfriend-variation-2-,Overly Attached Girlfriend Variation 2 ,,CBB,Sticker,"meme",FALSE,OVERLY-ATTACHED-GIRLFRIEND-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Attached_Girlfriend_Variation_2_/Overly_Attached_Girlfriend_Variation_2_.webp
overly-attached-girlfriend-variation-3-,Overly Attached Girlfriend Variation 3 ,,CBB,Sticker,"meme",FALSE,OVERLY-ATTACHED-GIRLFRIEND-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Attached_Girlfriend_Variation_3_/Overly_Attached_Girlfriend_Variation_3_.webp
overly-attached-girlfriend-with-captions-,Overly Attached Girlfriend with captions ,,CBB,Sticker,"meme",FALSE,OVERLY-ATTACHED-GIRLFRIEND-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Attached_Girlfriend_with_captions_/Overly_Attached_Girlfriend_with_captions_.webp
overly-manly-man,Overly Manly Man,,CBB,Sticker,"meme",FALSE,OVERLY-MANLY-MAN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Manly_Man/Overly_Manly_Man.webp
overly-suave-it-guy,Overly Suave IT Guy,,CBB,Sticker,"meme",FALSE,OVERLY-SUAVE-IT-GUY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Overly_Suave_IT_Guy/Overly_Suave_IT_Guy.webp
panik-kalm-panik,Panik Kalm Panik,,CBB,Sticker,"meme",FALSE,PANIK-KALM-PANIK,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Panik_Kalm_Panik/Panik_Kalm_Panik.webp
paranoid-parrot,Paranoid Parrot,,CBB,Sticker,"meme",FALSE,PARANOID-PARROT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Paranoid_Parrot/Paranoid_Parrot.webp
party-parrot,Party Parrot,,CBB,Sticker,"meme",FALSE,PARTY-PARROT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Party_Parrot/Party_Parrot.webp
patrick-star-confused,Patrick Star Confused,,CBB,Sticker,"meme",FALSE,PATRICK-STAR-CONFUSED,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Patrick_Star_Confused/Patrick_Star_Confused.webp
pawn-stars,Pawn Stars,,CBB,Sticker,"meme",FALSE,PAWN-STARS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pawn_Stars/Pawn_Stars.webp
pedophile-bear,Pedophile Bear,,CBB,Sticker,"meme",FALSE,PEDOPHILE-BEAR,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pedophile_Bear/Pedophile_Bear.webp
pedophile-penguin,Pedophile Penguin,,CBB,Sticker,"meme",FALSE,PEDOPHILE-PENGUIN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pedophile_Penguin/Pedophile_Penguin.webp
pepe-the-frog,Pepe the Frog,,CBB,Sticker,"meme",FALSE,PEPE-THE-FROG,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pepe_the_Frog/Pepe_the_Frog.webp
pepe-the-frog-feeling-good-version-meme,Pepe the Frog Feeling Good Version Meme,,CBB,Sticker,"meme",FALSE,PEPE-THE-FROG-FEELING-GOOD-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pepe_the_Frog_Feeling_Good_Version_Meme/Pepe_the_Frog_Feeling_Good_Version_Meme.webp
pepe-the-frog-meme,Pepe the Frog Meme,,CBB,Sticker,"meme",FALSE,PEPE-THE-FROG-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pepe_the_Frog_Meme/Pepe_the_Frog_Meme.webp
pepe-the-frog-rare-version-meme,Pepe the Frog Rare Version Meme,,CBB,Sticker,"meme",FALSE,PEPE-THE-FROG-RARE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pepe_the_Frog_Rare_Version_Meme/Pepe_the_Frog_Rare_Version_Meme.webp
pepe-the-frog-sad-frog-version-meme,Pepe the Frog Sad Frog Version Meme,,CBB,Sticker,"meme",FALSE,PEPE-THE-FROG-SAD-FROG-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pepe_the_Frog_Sad_Frog_Version_Meme/Pepe_the_Frog_Sad_Frog_Version_Meme.webp
